image_path,file_name,file_extension,status,error,file_size_mb,created_time,modified_time,Species,activity,filename_tokens,image_format,color_mode,width_px,height_px,aspect_ratio,has_exif,camera_make,camera_model,datetime_original,gps_info
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-45-32 (1).jpg,._Solocator-2023-06-13 10-45-32 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-45-32 (1).jpg',0.004,2025-12-15 14:43:06.170305,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 45, 32 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-45-32.jpg,._Solocator-2023-06-13 10-45-32.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-45-32.jpg',0.004,2025-12-15 14:43:07.933542,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 45, 32",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-45-33 (1).jpg,._Solocator-2023-06-13 10-45-33 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-45-33 (1).jpg',0.004,2025-12-15 14:43:06.394694,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 45, 33 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-45-33.jpg,._Solocator-2023-06-13 10-45-33.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-45-33.jpg',0.004,2025-12-15 14:43:08.315022,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 45, 33",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-45-34 (1).jpg,._Solocator-2023-06-13 10-45-34 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-45-34 (1).jpg',0.004,2025-12-15 14:43:04.162090,2025-10-21 15:15:52,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 45, 34 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-45-34.jpg,._Solocator-2023-06-13 10-45-34.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-45-34.jpg',0.004,2025-12-15 14:43:07.265510,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 45, 34",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-48-02 (1).jpg,._Solocator-2023-06-13 10-48-02 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-48-02 (1).jpg',0.004,2025-12-15 14:43:03.967573,2025-10-21 15:15:50,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 48, 02 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-48-02.jpg,._Solocator-2023-06-13 10-48-02.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-48-02.jpg',0.004,2025-12-15 14:43:05.909157,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 48, 02",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-48-07 (1).jpg,._Solocator-2023-06-13 10-48-07 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-48-07 (1).jpg',0.004,2025-12-15 14:43:07.484881,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 48, 07 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 10-48-07.jpg,._Solocator-2023-06-13 10-48-07.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 10-48-07.jpg',0.004,2025-12-15 14:43:07.078780,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 10, 48, 07",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-06-24 (1).jpg,._Solocator-2023-06-13 11-06-24 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-06-24 (1).jpg',0.004,2025-12-15 14:43:06.803075,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 06, 24 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-06-24.jpg,._Solocator-2023-06-13 11-06-24.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-06-24.jpg',0.004,2025-12-15 14:43:07.715715,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 06, 24",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-06-27 (1).jpg,._Solocator-2023-06-13 11-06-27 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-06-27 (1).jpg',0.004,2025-12-15 14:43:08.107024,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 06, 27 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-06-27.jpg,._Solocator-2023-06-13 11-06-27.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-06-27.jpg',0.004,2025-12-15 14:43:07.326964,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 06, 27",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-06-29 (1).jpg,._Solocator-2023-06-13 11-06-29 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-06-29 (1).jpg',0.004,2025-12-15 14:43:05.365928,2025-10-21 15:15:54,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 06, 29 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-06-29.jpg,._Solocator-2023-06-13 11-06-29.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-06-29.jpg',0.004,2025-12-15 14:43:03.454981,2025-10-21 15:15:50,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 06, 29",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-13-41 (1).jpg,._Solocator-2023-06-13 11-13-41 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-13-41 (1).jpg',0.004,2025-12-15 14:43:06.614342,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 13, 41 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-13-41.jpg,._Solocator-2023-06-13 11-13-41.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-13-41.jpg',0.004,2025-12-15 14:43:05.680306,2025-10-21 15:15:54,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 13, 41",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-13-43 (1).jpg,._Solocator-2023-06-13 11-13-43 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-13-43 (1).jpg',0.004,2025-12-15 14:43:07.231288,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 13, 43 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-13-43.jpg,._Solocator-2023-06-13 11-13-43.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-13-43.jpg',0.004,2025-12-15 14:43:05.103160,2025-10-21 15:15:52,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 13, 43",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-19-59 (1).jpg,._Solocator-2023-06-13 11-19-59 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-19-59 (1).jpg',0.004,2025-12-15 14:43:08.196039,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 19, 59 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-19-59.jpg,._Solocator-2023-06-13 11-19-59.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-19-59.jpg',0.004,2025-12-15 14:43:07.539237,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 19, 59",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-20-03 (1).jpg,._Solocator-2023-06-13 11-20-03 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-20-03 (1).jpg',0.004,2025-12-15 14:43:05.745156,2025-10-21 15:15:54,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 20, 03 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 11-20-03.jpg,._Solocator-2023-06-13 11-20-03.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 11-20-03.jpg',0.004,2025-12-15 14:43:02.696293,2025-10-21 15:15:48,Turtles,Survey,"., Solocator, 2023, 06, 13 11, 20, 03",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-42-35 (1).jpg,._Solocator-2023-06-13 21-42-35 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-42-35 (1).jpg',0.004,2025-12-15 14:43:07.564578,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 42, 35 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-42-35.jpg,._Solocator-2023-06-13 21-42-35.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-42-35.jpg',0.004,2025-12-15 14:43:06.582339,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 42, 35",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-42-40 (1).jpg,._Solocator-2023-06-13 21-42-40 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-42-40 (1).jpg',0.004,2025-12-15 14:43:04.399184,2025-10-21 15:15:52,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 42, 40 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-42-40.jpg,._Solocator-2023-06-13 21-42-40.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-42-40.jpg',0.004,2025-12-15 14:43:08.863462,2025-10-21 15:16:02,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 42, 40",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-42-45 (1).jpg,._Solocator-2023-06-13 21-42-45 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-42-45 (1).jpg',0.004,2025-12-15 14:43:06.838044,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 42, 45 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-42-45.jpg,._Solocator-2023-06-13 21-42-45.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-42-45.jpg',0.004,2025-12-15 14:43:07.449075,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 42, 45",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-58-45 (1).jpg,._Solocator-2023-06-13 21-58-45 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-58-45 (1).jpg',0.004,2025-12-15 14:43:05.038847,2025-10-21 15:15:52,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 58, 45 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-58-45.jpg,._Solocator-2023-06-13 21-58-45.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-58-45.jpg',0.004,2025-12-15 14:43:06.425189,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 58, 45",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-58-52 (1).jpg,._Solocator-2023-06-13 21-58-52 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-58-52 (1).jpg',0.004,2025-12-15 14:43:08.891083,2025-10-21 15:16:02,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 58, 52 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 21-58-52.jpg,._Solocator-2023-06-13 21-58-52.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 21-58-52.jpg',0.004,2025-12-15 14:43:06.893217,2025-10-21 15:15:56,Turtles,Survey,"., Solocator, 2023, 06, 13 21, 58, 52",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-26-02 (1).jpg,._Solocator-2023-06-13 22-26-02 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-26-02 (1).jpg',0.004,2025-12-15 14:43:03.092295,2025-10-21 15:15:48,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 26, 02 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-26-02.jpg,._Solocator-2023-06-13 22-26-02.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-26-02.jpg',0.004,2025-12-15 14:43:05.455395,2025-10-21 15:15:54,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 26, 02",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-31-40 (1).jpg,._Solocator-2023-06-13 22-31-40 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-31-40 (1).jpg',0.004,2025-12-15 14:43:05.215998,2025-10-21 15:15:52,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 31, 40 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-31-40.jpg,._Solocator-2023-06-13 22-31-40.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-31-40.jpg',0.004,2025-12-15 14:43:02.602717,2025-10-21 15:15:48,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 31, 40",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-31-49 (1).jpg,._Solocator-2023-06-13 22-31-49 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-31-49 (1).jpg',0.004,2025-12-15 14:43:05.413020,2025-10-21 15:15:54,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 31, 49 (1)",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-31-49.jpg,._Solocator-2023-06-13 22-31-49.jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-31-49.jpg',0.004,2025-12-15 14:43:07.199291,2025-10-21 15:15:58,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 31, 49",,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Turtles Baseline Study\Turtle Conservation Effort\Geotagged Photos\2023-June_NEOM_Turtle_Tagging_Survey\._Solocator-2023-06-13 22-33-55 (1).jpg,._Solocator-2023-06-13 22-33-55 (1).jpg,.jpg,failed,cannot identify image file 'D:\\NEOM_PROJECT\\Marine_New_Data\\Turtles Baseline Study\\Turtle Conservation Effort\\Geotagged Photos\\2023-June_NEOM_Turtle_Tagging_Survey\\._Solocator-2023-06-13 22-33-55 (1).jpg',0.004,2025-12-15 14:43:07.659539,2025-10-21 15:16:00,Turtles,Survey,"., Solocator, 2023, 06, 13 22, 33, 55 (1)",,,,,,,,,,
